city,county,state,fips,latitude,longitude,population,redCounty,redState,unemploymentRate,povertyProp,tempDiff,numDisasters,avgEmissionsPerCapita,lessThanHighSchoolProp,medianHouseholdIncome,UNFCCC,hasCommitments,hasActionsUndertaken,hasEmissionInventory,hasInitiativeParticipations,hasImpact,hasMitigations,hasAdaptations,hasRiskAssessments,hasClimateActionPlans,hasFinanceActions
Ridgeway,Henry,VA,51089,36.5781,-79.8583,1095,False,False,0.034,0.17,0.3780833333333362,64.0,12.283333333333333,0.1913080642145471,45784.0,False,False,False,False,False,False,False,False,False,False,False
Cookson,Cherokee,OK,40021,35.7155,-94.9199,1095,False,True,0.035,0.218,0.23913095238095394,173.0,23.28333333333333,0.1180093041935808,42269.0,False,False,False,False,False,False,False,False,False,False,False
Anton,Hockley,TX,48219,33.8113,-102.1622,1094,True,True,0.037,0.16399999999999998,-0.08552380952381,255.0,23.05,0.2345260051641461,51078.0,False,False,False,False,False,False,False,False,False,False,False
Hazelton,Jerome,ID,16053,42.5953,-114.1366,1094,True,True,0.025,0.126,-1.2147976190476228,44.0,10.866666666666667,0.23694207027540362,59040.0,False,False,False,False,False,False,False,False,False,False,False
Clarkton,Dunklin,MO,29069,36.4521,-89.968,1094,True,True,0.04,0.223,0.14886904761904773,69.0,19.35,0.20797630381889348,42932.0,False,False,False,False,False,False,False,False,False,False,False
Hustisford,Dodge,WI,55027,43.3441,-88.6031,1094,True,False,0.026,0.085,-1.2923571428571456,47.0,16.3,0.0801232427076237,67743.0,False,False,False,False,False,False,False,False,False,False,False
Mathews,Mathews,VA,51115,37.4365,-76.3245,1094,False,False,0.029,0.091,0.3780833333333362,64.0,12.283333333333333,0.07363678732328724,69978.0,False,False,False,False,False,False,False,False,False,False,False
Oil City,Caddo,LA,22017,32.7454,-93.9758,1093,False,True,0.041,0.23600000000000002,1.2045357142857114,79.0,40.93333333333333,0.13450019352103848,44968.0,False,False,False,False,False,False,False,False,False,False,False
Lovington,Moultrie,IL,17139,39.7151,-88.6337,1093,True,False,0.032,0.096,0.017488095238093138,60.0,15.483333333333333,0.13451363451363452,69652.0,False,False,False,False,False,False,False,False,False,False,False
Dibble,McClain,OK,40087,35.0151,-97.6273,1093,False,True,0.027,0.092,0.23913095238095394,173.0,23.28333333333333,0.106853086062011,72895.0,False,False,False,False,False,False,False,False,False,False,False
Ridgway,Ouray,CO,8091,38.1573,-107.7545,1093,False,False,0.031,0.064,-0.07192857142857179,80.0,15.333333333333334,0.01379829402910186,80686.0,False,False,False,False,False,False,False,False,False,False,False
Cripple Creek,Teller,CO,8119,38.7467,-105.1851,1093,True,False,0.03,0.079,-0.07192857142857179,80.0,15.333333333333334,0.02158836105751682,76715.0,False,False,False,False,False,False,False,False,False,False,False
Rupert,Greenbrier,WV,54025,37.9649,-80.687,1093,True,True,0.038,0.18899999999999997,0.6762976190476202,68.0,48.5,0.1286004882017901,41958.0,False,False,False,False,False,False,False,False,False,False,False
Neffs,Belmont,OH,39013,40.032,-80.8171,1093,True,True,0.052,0.159,0.5749285714285755,54.0,17.01666666666667,0.08476603681777634,50602.0,False,False,False,False,False,False,False,False,False,False,False
Lindsay,Cooke,TX,48097,33.6418,-97.2186,1092,True,True,0.034,0.13,-0.08552380952381,255.0,23.05,0.1210595837349613,58060.0,False,False,False,False,False,False,False,False,False,False,False
Clermont,Hall,GA,13139,34.4783,-83.772,1092,False,False,0.024,0.121,,65.0,12.716666666666669,0.1935884972757896,68057.0,False,False,False,False,False,False,False,False,False,False,False
Elliston,Montgomery,VA,51121,37.2164,-80.2245,1092,False,False,0.028,0.233,0.3780833333333362,64.0,12.283333333333333,0.0581352252872346,57752.0,False,False,False,False,False,False,False,False,False,False,False
Elk Mound,Dunn,WI,55033,44.8744,-91.6862,1092,True,False,0.031,0.122,-1.2923571428571456,47.0,16.3,0.05987485615650172,64065.0,False,False,False,False,False,False,False,False,False,False,False
Swede Heaven,Snohomish,WA,53061,48.2829,-121.7136,1092,False,False,0.032,0.07200000000000001,-2.111226190476188,136.0,10.266666666666667,0.07138865214536208,99650.0,False,False,False,False,False,False,False,False,False,False,False
Luckey,Wood,OH,39173,41.4525,-83.4839,1092,True,True,0.035,0.109,0.5749285714285755,54.0,17.01666666666667,0.05040033097271909,64702.0,False,False,False,False,False,False,False,False,False,False,False
Keuka Park,Yates,NY,36123,42.613,-77.0922,1092,True,False,0.029,0.106,-0.9301904761904787,95.0,8.316666666666666,0.1381268882175227,63619.0,False,False,False,False,False,False,False,False,False,False,False
Lakeside City,Archer,TX,48009,33.8292,-98.5403,1091,True,True,0.034,0.096,-0.08552380952381,255.0,23.05,0.09342847660139396,69286.0,False,False,False,False,False,False,False,False,False,False,False
West Brownsville,Washington,PA,42125,40.0314,-79.8913,1091,True,False,0.046,0.091,-0.3781428571428549,59.0,16.566666666666666,0.06135307762350705,68238.0,False,False,False,False,False,False,False,False,False,False,False
Harleigh,Luzerne,PA,42079,40.9862,-75.9703,1091,True,False,0.053,0.128,-0.3781428571428549,59.0,16.566666666666666,0.09779699936119886,58645.0,False,False,False,False,False,False,False,False,False,False,False
Nashwauk,Itasca,MN,27061,47.3805,-93.1666,1091,True,False,0.045,0.122,-2.001428571428576,60.0,15.733333333333333,0.05618012040791252,59138.0,False,False,False,False,False,False,False,False,False,False,False
Tye,Taylor,TX,48441,32.4522,-99.8665,1091,True,True,0.033,0.179,-0.08552380952381,255.0,23.05,0.1064497157420114,53820.0,False,False,False,False,False,False,False,False,False,False,False
Waynesburg,Stark,OH,39151,40.6682,-81.2598,1091,True,True,0.04,0.128,0.5749285714285755,54.0,17.01666666666667,0.0770311384605988,59205.0,False,False,False,False,False,False,False,False,False,False,False
Harbor Springs,Emmet,MI,26047,45.4326,-84.989,1091,True,False,0.056,0.086,-0.7531666666666652,37.0,15.283333333333333,0.04618546729536936,71401.0,False,False,False,False,False,False,False,False,False,False,False
Tenaha,Shelby,TX,48419,31.944,-94.2457,1091,True,True,0.042,0.196,-0.08552380952381,255.0,23.05,0.19336456882360392,43244.0,False,False,False,False,False,False,False,False,False,False,False
Riverside,Washington,IA,19183,41.4893,-91.5567,1090,False,True,0.026,0.087,-1.4649642857142844,63.0,23.683333333333337,0.08084185680566483,65761.0,False,False,False,False,False,False,False,False,False,False,False
Mount Gilead,Montgomery,NC,37123,35.2163,-80.005,1090,False,True,0.037,0.17600000000000002,0.8821071428571443,59.0,11.483333333333334,0.1771773434472067,52897.0,False,False,False,False,False,False,False,False,False,False,False
Marueno,Ponce,PR,72113,18.0585,-66.6569,1090,False,False,0.07,,,,,0.2188207817832227,,False,False,False,False,False,False,False,False,False,False,False
Johnstonville,Lassen,CA,6035,40.3791,-120.584,1090,True,False,0.045,0.188,-0.8213214285714301,284.0,8.716666666666669,0.1995230851457468,56923.0,False,False,False,False,False,False,False,False,False,False,False
La Pryor,Zavala,TX,48507,28.9487,-99.8483,1090,False,True,0.086,0.254,-0.08552380952381,255.0,23.05,0.2442631310555839,35046.0,False,False,False,False,False,False,False,False,False,False,False
Apple Creek,Wayne,OH,39169,40.7486,-81.8333,1089,True,True,0.032,0.096,0.5749285714285755,54.0,17.01666666666667,0.1391676005316515,60709.0,False,False,False,False,False,False,False,False,False,False,False
Sperry,Tulsa,OK,40143,36.2976,-95.9963,1088,False,True,0.03,0.147,0.23913095238095394,173.0,23.28333333333333,0.1017444252447955,59232.0,False,False,False,False,False,False,False,False,False,False,False
Gholson,McLennan,TX,48309,31.7123,-97.236,1088,True,True,0.036,0.147,-0.08552380952381,255.0,23.05,0.13600330305532618,58524.0,False,False,False,False,False,False,False,False,False,False,False
Greenville,Meriwether,GA,13199,33.0322,-84.7163,1088,False,False,0.038,0.217,,65.0,12.716666666666669,0.2057675183231728,46799.0,False,False,False,False,False,False,False,False,False,False,False
East Bangor,Northampton,PA,42095,40.8811,-75.1861,1088,False,False,0.042,0.09699999999999999,-0.3781428571428549,59.0,16.566666666666666,0.08363248899030964,78768.0,False,False,False,False,False,False,False,False,False,False,False
Coosada,Elmore,AL,1051,32.4984,-86.3279,1088,True,True,0.022,0.12,1.6794404761904822,82.0,21.900000000000002,0.12355065262042009,63147.0,False,False,False,False,False,False,False,False,False,False,False
Hamburg,Fremont,IA,19071,40.6063,-95.6546,1087,False,True,0.024,0.105,-1.4649642857142844,63.0,23.683333333333337,0.052675937631689845,68622.0,False,False,False,False,False,False,False,False,False,False,False
Waukomis,Garfield,OK,40047,36.2842,-97.9005,1087,False,True,0.029,0.129,0.23913095238095394,173.0,23.28333333333333,0.11806675463030841,59514.0,False,False,False,False,False,False,False,False,False,False,False
Columbus,Polk,NC,37149,35.2656,-82.1976,1087,False,True,0.038,0.12300000000000001,0.8821071428571443,59.0,11.483333333333334,0.07347504621072089,58064.0,False,False,False,False,False,False,False,False,False,False,False
Seabrook,Beaufort,SC,45013,32.5227,-80.7479,1087,False,True,0.031,0.113,1.4022976190476157,30.0,13.733333333333334,0.06602259193229817,72661.0,False,False,False,False,False,False,False,False,False,False,False
Gainesboro,Jackson,TN,47087,36.3617,-85.6496,1086,True,True,0.039,0.212,1.395500000000002,69.0,13.716666666666667,0.1862677670793214,43611.0,False,False,False,False,False,False,False,False,False,False,False
Hopedale,Harrison,OH,39067,40.3263,-80.8955,1086,True,True,0.049,0.141,0.5749285714285755,54.0,17.01666666666667,0.1161778618732261,50691.0,False,False,False,False,False,False,False,False,False,False,False
Kellyville,Creek,OK,40037,35.9528,-96.2003,1086,False,True,0.035,0.14300000000000002,0.23913095238095394,173.0,23.28333333333333,0.1019801778700368,53287.0,False,False,False,False,False,False,False,False,False,False,False
Six Mile,Pickens,SC,45077,34.8082,-82.8154,1086,False,True,0.031,0.17800000000000002,1.4022976190476157,30.0,13.733333333333334,0.1340087217424049,54415.0,False,False,False,False,False,False,False,False,False,False,False
North Edwards,Kern,CA,6029,35.0474,-117.8093,1086,True,False,0.069,0.185,-0.8213214285714301,284.0,8.716666666666669,0.24052093009780118,57926.0,False,False,False,False,False,False,False,False,False,False,False
Jeffersonville,Fayette,OH,39047,39.6522,-83.555,1085,True,True,0.039,0.163,0.5749285714285755,54.0,17.01666666666667,0.157541504768633,58020.0,False,False,False,False,False,False,False,False,False,False,False
Wolcott,White,IN,18181,40.7589,-87.042,1085,True,True,0.025,0.1,0.5251547619047621,48.0,25.883333333333336,0.1085545722713864,62151.0,False,False,False,False,False,False,False,False,False,False,False
Geneva-on-the-Lake,Ashtabula,OH,39007,41.8561,-80.9491,1085,True,True,0.044,0.157,0.5749285714285755,54.0,17.01666666666667,0.136059566052004,48916.0,False,False,False,False,False,False,False,False,False,False,False
Poipu,Kauai,HI,15007,21.8834,-159.46,1085,False,False,0.036,0.11199999999999999,0.47530952380952307,45.0,13.216666666666667,0.07915904239097286,76719.0,False,False,False,False,False,False,False,False,False,False,False
Parcelas Viejas Borinquen,Caguas,PR,72025,18.1739,-66.0406,1085,False,False,0.049,,,,,0.1650694392393271,,False,False,False,False,False,False,False,False,False,False,False
Gerber,Tehama,CA,6103,40.0614,-122.1482,1084,True,False,0.048,0.156,-0.8213214285714301,284.0,8.716666666666669,0.1423130039648951,53654.0,False,False,False,False,False,False,False,False,False,False,False
Vernon Valley,Sussex,NJ,34037,41.2396,-74.4833,1084,True,False,0.037,0.061,-0.4110119047619065,50.0,10.799999999999999,0.04635248917645485,99695.0,False,False,False,False,False,False,False,False,False,False,False
Church Hill,Queen Anne's,MD,24035,39.1452,-75.9808,1084,False,False,0.028,0.08,-0.1876785714285738,32.0,9.183333333333332,0.07131608548931384,94583.0,False,False,False,False,False,False,False,False,False,False,False
South Lebanon,Linn,OR,41043,44.5055,-122.8959,1084,True,False,0.046,0.121,-1.1447023809523849,79.0,9.316666666666666,0.09817684491313734,64834.0,False,False,False,False,False,False,False,False,False,False,False
Tioga,Grayson,TX,48181,33.4728,-96.9186,1084,True,True,0.037,0.11199999999999999,-0.08552380952381,255.0,23.05,0.09655347747269753,62678.0,False,False,False,False,False,False,False,False,False,False,False
Lewisburg,Logan,KY,21141,36.9872,-86.9502,1084,False,True,0.035,0.166,1.1291190476190494,74.0,25.833333333333332,0.1247859589041096,53519.0,False,False,False,False,False,False,False,False,False,False,False
Oglethorpe,Macon,GA,13193,32.2934,-84.0625,1084,False,False,0.042,0.303,,65.0,12.716666666666669,0.2744920993227991,35660.0,False,False,False,False,False,False,False,False,False,False,False
Friars Point,Coahoma,MS,28027,34.3679,-90.6379,1083,False,True,0.056,0.379,1.5567261904761907,72.0,20.983333333333334,0.1878862793572312,31234.0,False,False,False,False,False,False,False,False,False,False,False
Wallace,Shoshone,ID,16079,47.4736,-115.9227,1083,True,True,0.046,0.179,-1.2147976190476228,44.0,10.866666666666667,0.1159648020113136,47699.0,False,False,False,False,False,False,False,False,False,False,False
Rossville,Shawnee,KS,20177,39.1358,-95.9496,1083,False,True,0.027,0.146,-0.07115476190476144,70.0,20.7,0.06799720750687857,56625.0,False,False,False,False,False,False,False,False,False,False,False
Morristown,Shelby,IN,18145,39.6738,-85.7052,1083,True,True,0.025,0.099,0.5251547619047621,48.0,25.883333333333336,0.1093293055243115,64528.0,False,False,False,False,False,False,False,False,False,False,False
Jolivue,Augusta,VA,51015,38.1148,-79.0668,1083,False,False,0.026,0.085,0.3780833333333362,64.0,12.283333333333333,0.105568117580554,69243.0,False,False,False,False,False,False,False,False,False,False,False
Deville,Rapides,LA,22079,31.3398,-92.1389,1083,True,True,0.032,0.19899999999999998,1.2045357142857114,79.0,40.93333333333333,0.1299549056016239,47316.0,False,False,False,False,False,False,False,False,False,False,False
Hotchkiss,Delta,CO,8029,38.799,-107.7133,1083,True,False,0.036,0.139,-0.07192857142857179,80.0,15.333333333333334,0.10358808911365919,52403.0,False,False,False,False,False,False,False,False,False,False,False
Somis,Ventura,CA,6111,34.2652,-118.9984,1083,False,False,0.037,0.08900000000000001,-0.8213214285714301,284.0,8.716666666666669,0.1437494019502945,95819.0,False,False,False,False,False,False,False,False,False,False,False
Cairo,Hall,NE,31079,41.0046,-98.6007,1082,True,True,0.024,0.12,-1.3741547619047623,62.0,25.23333333333333,0.1509982843929486,60751.0,False,False,False,False,False,False,False,False,False,False,False
Broxton,Coffee,GA,13069,31.6248,-82.8877,1082,False,False,0.035,0.26,,65.0,12.716666666666669,0.2282053989371063,36708.0,False,False,False,False,False,False,False,False,False,False,False
Tyrone,Texas,OK,40139,36.9555,-101.068,1082,False,True,0.018,0.129,0.23913095238095394,173.0,23.28333333333333,0.2680633075923236,56229.0,False,False,False,False,False,False,False,False,False,False,False
Gilcrest,Weld,CO,8123,40.2841,-104.782,1082,True,False,0.032,0.098,-0.07192857142857179,80.0,15.333333333333334,0.11911328162405439,84826.0,False,False,False,False,False,False,False,False,False,False,False
Lawtey,Bradford,FL,12007,30.0484,-82.0725,1082,True,True,0.031,0.191,1.8295714285714304,130.0,10.883333333333333,0.18019568317026402,54911.0,False,False,False,False,False,False,False,False,False,False,False
Gayle Mill,Chester,SC,45023,34.7023,-81.2391,1082,False,True,0.043,0.17300000000000001,1.4022976190476157,30.0,13.733333333333334,0.1540749289772727,46500.0,False,False,False,False,False,False,False,False,False,False,False
Inglenook,Western Connecticut,CT,9190,41.5229,-73.4736,1082,False,False,,,-0.5519761904761893,31.0,9.883333333333333,,,False,False,False,False,False,False,False,False,False,False,False
Churchill,Gallatin,MT,30031,45.75,-111.3102,1081,False,True,0.019,0.08800000000000001,-2.2744047619047656,68.0,28.183333333333337,0.025537294563843238,78910.0,False,False,False,False,False,False,False,False,False,False,False
Alamo,Socorro,NM,35053,34.4184,-107.5125,1081,False,False,0.043,0.222,-0.1509166666666708,83.0,22.53333333333333,0.1613707740624423,38817.0,False,False,False,False,False,False,False,False,False,False,False
Neah Bay,Clallam,WA,53009,48.3612,-124.6115,1081,False,False,0.06,0.12,-2.111226190476188,136.0,10.266666666666667,0.0711988353590412,62623.0,False,False,False,False,False,False,False,False,False,False,False
Burnside,Pulaski,KY,21199,37.0042,-84.6489,1081,False,True,0.045,0.191,1.1291190476190494,74.0,25.833333333333332,0.16580538757559102,45532.0,False,False,False,False,False,False,False,False,False,False,False
Renovo,Clinton,PA,42035,41.3313,-77.7477,1081,True,False,0.053,0.132,-0.3781428571428549,59.0,16.566666666666666,0.09939164417227347,54171.0,False,False,False,False,False,False,False,False,False,False,False
Macon,Macon,IL,17115,39.7117,-88.9965,1080,True,False,0.055,0.171,0.017488095238093138,60.0,15.483333333333333,0.08250723991980397,48245.0,False,False,False,False,False,False,False,False,False,False,False
Hebron,Lebanon,PA,42075,40.3389,-76.3997,1080,True,False,0.037,0.09,-0.3781428571428549,59.0,16.566666666666666,0.12437428983815989,71826.0,False,False,False,False,False,False,False,False,False,False,False
Waldo,Alachua,FL,12001,29.7925,-82.1663,1080,False,True,0.028,0.191,1.8295714285714304,130.0,10.883333333333333,0.06820671055575839,56006.0,False,False,False,False,False,False,False,False,False,False,False
Schoeneck,Lancaster,PA,42071,40.2453,-76.1766,1080,True,False,0.035,0.08800000000000001,-0.3781428571428549,59.0,16.566666666666666,0.1364479848534561,75619.0,False,False,False,False,False,False,False,False,False,False,False
Quinhagak,Bethel,AK,2050,59.7511,-161.8992,1079,False,True,0.088,0.24600000000000002,-3.913523809523813,55.0,47.68333333333334,0.1803491271820449,54849.0,False,False,False,False,False,False,False,False,False,False,False
St. Leon,Dearborn,IN,18029,39.2935,-84.9641,1079,True,True,0.026,0.076,0.5251547619047621,48.0,25.883333333333336,0.0923959338974388,73150.0,False,False,False,False,False,False,False,False,False,False,False
Avonmore,Westmoreland,PA,42129,40.5272,-79.4693,1079,True,False,0.046,0.11199999999999999,-0.3781428571428549,59.0,16.566666666666666,0.0510462952413505,63184.0,False,False,False,False,False,False,False,False,False,False,False
University of California-Merced,Merced,CA,6047,37.3666,-120.4192,1079,False,False,0.077,0.21899999999999997,-0.8213214285714301,284.0,8.716666666666669,0.2964686542448069,54703.0,False,False,False,False,False,False,False,False,False,False,False
Clay,Webster,KY,21233,37.4763,-87.8202,1079,False,True,0.039,0.157,1.1291190476190494,74.0,25.833333333333332,0.1479724387213374,52575.0,False,False,False,False,False,False,False,False,False,False,False
Metcalfe,Washington,MS,28151,33.4505,-91.0018,1079,False,True,0.058,0.281,1.5567261904761907,72.0,20.983333333333334,0.1901180088924548,38040.0,False,False,False,False,False,False,False,False,False,False,False
Solomon,Dickinson,KS,20041,38.9215,-97.3692,1079,True,True,0.028,0.099,-0.07115476190476144,70.0,20.7,0.06656406310119277,60693.0,False,False,False,False,False,False,False,False,False,False,False
Wayne,Wood,OH,39173,41.301,-83.4717,1078,True,True,0.035,0.109,0.5749285714285755,54.0,17.01666666666667,0.05040033097271909,64702.0,False,False,False,False,False,False,False,False,False,False,False
Sturgeon,Boone,MO,29019,39.2344,-92.2824,1078,False,True,0.02,0.166,0.14886904761904773,69.0,19.35,0.05001082876118972,62805.0,False,False,False,False,False,False,False,False,False,False,False
Rimersburg,Clarion,PA,42031,41.0409,-79.5024,1078,True,False,0.052,0.11800000000000001,-0.3781428571428549,59.0,16.566666666666666,0.09571021507474921,55551.0,False,False,False,False,False,False,False,False,False,False,False
Forest View,Cook,IL,17031,41.8072,-87.7798,1078,False,False,0.05,0.138,0.017488095238093138,60.0,15.483333333333333,0.1202660654913189,72063.0,False,False,False,False,False,False,False,False,False,False,False
Saylorsburg,Monroe,PA,42089,40.8998,-75.3179,1077,False,False,0.057,0.113,-0.3781428571428549,59.0,16.566666666666666,0.1034934126646834,74989.0,False,False,False,False,False,False,False,False,False,False,False
Ellport,Lawrence,PA,42073,40.8619,-80.2625,1077,True,False,0.054,0.122,-0.3781428571428549,59.0,16.566666666666666,0.0823941050323288,58307.0,False,False,False,False,False,False,False,False,False,False,False
Haliimaile,Maui,HI,15009,20.8671,-156.3381,1077,False,False,0.035,0.114,0.47530952380952307,45.0,13.216666666666667,0.07445318666768518,75421.0,False,False,False,False,False,False,False,False,False,False,False
Langley,Island,WA,53029,48.0337,-122.4084,1076,False,False,0.049,0.081,-2.111226190476188,136.0,10.266666666666667,0.04539646029007731,76729.0,False,False,False,False,False,False,False,False,False,False,False
Percy,Randolph,IL,17157,38.0153,-89.6188,1076,True,False,0.036,0.15,0.017488095238093138,60.0,15.483333333333333,0.14922209695603159,58694.0,False,False,False,False,False,False,False,False,False,False,False
Newhall,Benton,IA,19011,41.9933,-91.9672,1076,False,True,0.03,0.084,-1.4649642857142844,63.0,23.683333333333337,0.057686906701117785,78155.0,False,False,False,False,False,False,False,False,False,False,False
Hildale,Washington,UT,49053,37.017,-112.9787,1076,True,True,0.025,0.094,-0.5405119047619067,34.0,18.833333333333332,0.06307141681037845,63639.0,False,False,False,False,False,False,False,False,False,False,False
Blue Rapids,Marshall,KS,20117,39.6791,-96.6593,1076,True,True,0.02,0.106,-0.07115476190476144,70.0,20.7,0.08586296617519515,55737.0,False,False,False,False,False,False,False,False,False,False,False
Oreana,Macon,IL,17115,39.9379,-88.8684,1076,True,False,0.055,0.171,0.017488095238093138,60.0,15.483333333333333,0.08250723991980397,48245.0,False,False,False,False,False,False,False,False,False,False,False
Enchanted Hills,Kosciusko,IN,18085,41.402,-85.6667,1076,True,True,0.025,0.094,0.5251547619047621,48.0,25.883333333333336,0.1226983564352741,66525.0,False,False,False,False,False,False,False,False,False,False,False
Wallenpaupack Lake Estates,Wayne,PA,42127,41.3957,-75.2731,1075,True,False,0.051,0.126,-0.3781428571428549,59.0,16.566666666666666,0.09472961635268096,54336.0,False,False,False,False,False,False,False,False,False,False,False
Shady Point,Le Flore,OK,40079,35.1276,-94.6686,1075,False,True,0.037,0.235,0.23913095238095394,173.0,23.28333333333333,0.15782660954787808,42198.0,False,False,False,False,False,False,False,False,False,False,False
Geronimo,Guadalupe,TX,48187,29.6728,-97.9686,1075,True,True,0.034,0.095,-0.08552380952381,255.0,23.05,0.1071234414965198,80145.0,False,False,False,False,False,False,False,False,False,False,False
Underwood,Clark,IN,18019,38.6037,-85.7744,1074,True,True,0.027,0.10400000000000001,0.5251547619047621,48.0,25.883333333333336,0.09092102123598186,62822.0,False,False,False,False,False,False,False,False,False,False,False
Rhodhiss,Burke,NC,37023,35.7684,-81.4312,1074,False,True,0.034,0.14300000000000002,0.8821071428571443,59.0,11.483333333333334,0.16686401595413192,53758.0,False,False,False,False,False,False,False,False,False,False,False
Lambert,Quitman,MS,28119,34.2006,-90.2845,1074,False,True,0.056,0.33799999999999997,1.5567261904761907,72.0,20.983333333333334,0.2540051079637799,31877.0,False,False,False,False,False,False,False,False,False,False,False
Wye,Missoula,MT,30063,46.9523,-114.1331,1074,False,True,0.026,0.129,-2.2744047619047656,68.0,28.183333333333337,0.03655587988424389,65682.0,False,False,False,False,False,False,False,False,False,False,False
Chisholm,Franklin,ME,23007,44.4916,-70.1923,1074,True,False,0.036,0.11699999999999999,-0.4012976190476216,56.0,10.949999999999998,0.06283603721539109,52295.0,False,False,False,False,False,False,False,False,False,False,False
Riverside,Bingham,ID,16011,43.1965,-112.4356,1074,True,True,0.026,0.113,-1.2147976190476228,44.0,10.866666666666667,0.10674509257970209,63576.0,False,False,False,False,False,False,False,False,False,False,False
Blue Ridge,Coconino,AZ,4005,34.6407,-111.1073,1073,False,False,0.043,0.16899999999999998,-0.5132976190476164,68.0,12.383333333333335,0.09032692173832339,63829.0,False,False,False,False,False,False,False,False,False,False,False
Pamplico,Florence,SC,45041,33.9957,-79.5698,1073,False,True,0.032,0.188,1.4022976190476157,30.0,13.733333333333334,0.1370339274950486,52062.0,False,False,False,False,False,False,False,False,False,False,False
West Point,Hardin,KY,21093,37.9851,-85.9556,1073,False,True,0.041,0.11699999999999999,1.1291190476190494,74.0,25.833333333333332,0.0797867236865551,61224.0,False,False,False,False,False,False,False,False,False,False,False
Ransom Canyon,Lubbock,TX,48303,33.5303,-101.6838,1073,True,True,0.034,0.161,-0.08552380952381,255.0,23.05,0.1212816771323485,57270.0,False,False,False,False,False,False,False,False,False,False,False
Craig,Prince of Wales-Hyder,AK,2198,55.4918,-133.1165,1073,False,True,0.055,0.15,-3.913523809523813,55.0,47.68333333333334,0.0764621284755513,56226.0,False,False,False,False,False,False,False,False,False,False,False
Occoquan,Prince William,VA,51153,38.6825,-77.2606,1072,False,False,0.027,0.064,0.3780833333333362,64.0,12.283333333333333,0.1037427183197931,116354.0,False,False,False,False,False,False,False,False,False,False,False
East Brady,Clarion,PA,42031,40.9836,-79.6131,1072,True,False,0.052,0.11800000000000001,-0.3781428571428549,59.0,16.566666666666666,0.09571021507474921,55551.0,False,False,False,False,False,False,False,False,False,False,False
Funny River,Kenai Peninsula,AK,2122,60.4876,-150.7812,1072,False,True,0.045,0.115,-3.913523809523813,55.0,47.68333333333334,0.06049227191239885,71111.0,False,False,False,False,False,False,False,False,False,False,False
Galva,McPherson,KS,20113,38.3836,-97.5381,1072,True,True,0.019,0.087,-0.07115476190476144,70.0,20.7,0.08286723579629085,64853.0,False,False,False,False,False,False,False,False,False,False,False
Helena Flats,Flathead,MT,30029,48.2863,-114.2369,1071,True,True,0.031,0.095,-2.2744047619047656,68.0,28.183333333333337,0.05055380068598078,65835.0,False,False,False,False,False,False,False,False,False,False,False
Paisley,Lake,FL,12069,28.985,-81.5404,1071,True,True,0.03,0.1,1.8295714285714304,130.0,10.883333333333333,0.09619611158072697,64662.0,False,False,False,False,False,False,False,False,False,False,False
Squirrel Mountain Valley,Kern,CA,6029,35.6175,-118.4047,1071,True,False,0.069,0.185,-0.8213214285714301,284.0,8.716666666666669,0.24052093009780118,57926.0,False,False,False,False,False,False,False,False,False,False,False
Mountainair,Torrance,NM,35057,34.5212,-106.2392,1071,True,False,0.054,0.22699999999999998,-0.1509166666666708,83.0,22.53333333333333,0.126432354357246,45684.0,False,False,False,False,False,False,False,False,False,False,False
Babson Park,Polk,FL,12105,27.8342,-81.5281,1071,True,True,0.035,0.156,1.8295714285714304,130.0,10.883333333333333,0.1364263730845322,56344.0,False,False,False,False,False,False,False,False,False,False,False
Alcorn State University,Claiborne,MS,28021,31.8804,-91.1407,1071,False,True,0.082,0.33299999999999996,1.5567261904761907,72.0,20.983333333333334,0.1838467614533965,33163.0,False,False,False,False,False,False,False,False,False,False,False
Treynor,Pottawattamie,IA,19155,41.232,-95.6063,1071,False,True,0.028,0.12300000000000001,-1.4649642857142844,63.0,23.683333333333337,0.10040789224056161,66144.0,False,False,False,False,False,False,False,False,False,False,False
Stem,Granville,NC,37077,36.1963,-78.72,1071,False,True,0.032,0.14,0.8821071428571443,59.0,11.483333333333334,0.139419067914389,62715.0,False,False,False,False,False,False,False,False,False,False,False
Tahoma,Placer,CA,6061,39.064,-120.1434,1071,True,False,0.031,0.066,-0.8213214285714301,284.0,8.716666666666669,0.05174401896050722,103588.0,False,False,False,False,False,False,False,False,False,False,False
Osceola,St. Clair,MO,29185,38.0458,-93.6972,1071,True,True,0.029,0.182,0.14886904761904773,69.0,19.35,0.1192336035372144,41754.0,False,False,False,False,False,False,False,False,False,False,False
Lonaconing,Allegany,MD,24001,39.566,-78.979,1071,False,False,0.04,0.16399999999999998,-0.1876785714285738,32.0,9.183333333333332,0.09735102091737016,49236.0,False,False,False,False,False,False,False,False,False,False,False
Union Hall,Franklin,VA,51067,37.0206,-79.6837,1071,False,False,0.029,0.11199999999999999,0.3780833333333362,64.0,12.283333333333333,0.10868094701240141,60062.0,False,False,False,False,False,False,False,False,False,False,False
Villisca,Montgomery,IA,19137,40.9298,-94.981,1071,False,True,0.025,0.11699999999999999,-1.4649642857142844,63.0,23.683333333333337,0.07809172227743859,53399.0,False,False,False,False,False,False,False,False,False,False,False
